,Unnamed: 0,type,name,count,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100,L101,L102,L103,L104,L105,L106,L107,L108,L109,L110,L111,L112,L113,L114,L115,L116,L117,L118,L119,L120,L121,L122,L123,L124,L125,L126,L127,L128,L129,L130,L131,L132,L133,L134,L135,L136,L137,L138,L139,L140,L141,L142,L143,L144,L145,L146,L147,L148,L149,L150,L151,L152,L153,L154,L155,L156,L157,L158,L159,L160,L161,L162,L163,L164,L165,L166,L167,L168,L169,L170,L171,L172,L173,L174,L175,L176,L177,L178,L179,L180,L181,L182,L183,L184,L185,L186,L187,L188,L189,L190,L191,L192,L193,L194,L195,L196,L197,L198,L199,L200,L201,L202,L203,L204,L205,L206,L207,L208,L209,L210,L211,L212,L213,L214,L215,L216,L217,L218,L219,L220,L221,L222,L223,L224,L225,L226,L227,L228,L229,L230,L231,L232,L233,L234,L235,L236,L237,L238,L239,L240,L241,L242,L243,L244,L245,L246,L247,L248,L249,L250,L251,L252,L253,L254,L255,L256,L257,L258,L259,L260,L261,L262,L263,L264,L265,L266,L267,L268,L269,L270,L271,L272,L273,L274,L275,L276,L277,L278,L279,L280,L281,L282,L283,L284,L285,L286,L287,L288,L289,L290,L291,L292,L293,L294,L295,L296,L297,L298,L299,L300,L301,L302
641,652,squat,stu9_66.mp4,35,9,55,55.0,103.0,103.0,150.0,150.0,197.0,197.0,248.0,248.0,297.0,297.0,342.0,342.0,391.0,391.0,442.0,442.0,492.0,492.0,537.0,537.0,586.0,586.0,636.0,636.0,682.0,682.0,733.0,733.0,781.0,781.0,835.0,835.0,885.0,886.0,938.0,938.0,989.0,989.0,1036.0,1036.0,1089.0,1089.0,1144.0,1144.0,1196.0,1196.0,1247.0,1247.0,1303.0,1303.0,1356.0,1356.0,1404.0,1404.0,1460.0,1460.0,1513.0,1513.0,1565.0,1565.0,1617.0,1617.0,1668.0,1668.0,1720.0,1720.0,1777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,654,push_up,stu6_40.mp4,8,59,151,155.0,262.0,265.0,364.0,364.0,463.0,891.0,978.0,981.0,1085.0,1092.0,1187.0,1196.0,1300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,655,squant,test2298.mp4,2,22,94,149.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,656,battle_rope,stu3_0.mp4,12,86,125,126.0,147.0,147.0,169.0,169.0,190.0,190.0,211.0,211.0,230.0,230.0,251.0,251.0,270.0,270.0,289.0,290.0,309.0,309.0,329.0,329.0,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,657,others,stu11_0.mp4,50,41,56,56.0,69.0,69.0,84.0,84.0,98.0,98.0,112.0,112.0,127.0,127.0,142.0,142.0,153.0,153.0,170.0,170.0,185.0,185.0,198.0,198.0,215.0,215.0,233.0,233.0,250.0,250.0,267.0,267.0,285.0,285.0,302.0,302.0,316.0,316.0,332.0,332.0,345.0,345.0,360.0,360.0,375.0,375.0,389.0,389.0,402.0,402.0,418.0,418.0,438.0,438.0,498.0,498.0,561.0,561.0,581.0,581.0,597.0,597.0,613.0,613.0,630.0,630.0,646.0,646.0,664.0,664.0,682.0,682.0,698.0,698.0,715.0,715.0,729.0,729.0,744.0,744.0,759.0,759.0,781.0,781.0,843.0,843.0,882.0,882.0,897.0,897.0,914.0,914.0,929.0,929.0,946.0,946.0,960.0,960.0,977.0,977.0,994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,658,others,stu11_1.mp4,20,130,151,151.0,170.0,170.0,192.0,192.0,213.0,213.0,230.0,230.0,251.0,251.0,274.0,274.0,294.0,294.0,312.0,312.0,333.0,333.0,351.0,351.0,371.0,371.0,392.0,392.0,417.0,417.0,439.0,439.0,463.0,463.0,506.0,506.0,602.0,602.0,670.0,670.0,693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,659,others,stu11_10.mp4,4,69,139,139.0,193.0,193.0,243.0,243.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,660,others,stu11_11.mp4,12,106,193,193.0,288.0,288.0,381.0,381.0,472.0,472.0,568.0,568.0,655.0,655.0,747.0,770.0,856.0,856.0,941.0,941.0,1031.0,1031.0,1121.0,1121.0,1199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,661,others,stu11_12.mp4,5,23,101,101.0,192.0,192.0,281.0,281.0,364.0,364.0,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,662,others,stu11_13.mp4,42,72,121,121.0,159.0,159.0,196.0,196.0,234.0,234.0,275.0,275.0,313.0,313.0,354.0,354.0,395.0,395.0,436.0,436.0,478.0,478.0,520.0,520.0,562.0,562.0,599.0,599.0,643.0,643.0,683.0,683.0,727.0,727.0,767.0,767.0,809.0,809.0,850.0,850.0,892.0,892.0,932.0,932.0,972.0,972.0,1014.0,1014.0,1055.0,1055.0,1094.0,1094.0,1135.0,1135.0,1176.0,1176.0,1215.0,1215.0,1254.0,1254.0,1292.0,1292.0,1333.0,1333.0,1374.0,1374.0,1413.0,1413.0,1451.0,1451.0,1488.0,1488.0,1528.0,1528.0,1567.0,1567.0,1606.0,1606.0,1643.0,1643.0,1682.0,1682.0,1720.0,1720.0,1763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,663,pommelhorse,stu11_14.mp4,27,27,51,51.0,72.0,72.0,96.0,96.0,121.0,121.0,143.0,143.0,166.0,166.0,188.0,188.0,212.0,212.0,236.0,236.0,261.0,261.0,284.0,284.0,305.0,305.0,327.0,327.0,350.0,350.0,375.0,375.0,398.0,398.0,421.0,421.0,445.0,445.0,469.0,469.0,493.0,493.0,521.0,521.0,546.0,546.0,572.0,572.0,597.0,597.0,626.0,626.0,652.0,652.0,679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,664,pommelhorse,stu11_15.mp4,18,19,48,48.0,72.0,72.0,101.0,101.0,129.0,129.0,156.0,156.0,183.0,183.0,209.0,209.0,235.0,235.0,264.0,264.0,292.0,300.0,332.0,332.0,370.0,370.0,403.0,403.0,434.0,434.0,467.0,467.0,503.0,503.0,535.0,535.0,561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,665,pommelhorse,stu11_16.mp4,16,48,75,75.0,103.0,103.0,128.0,128.0,156.0,279.0,313.0,313.0,339.0,339.0,372.0,372.0,395.0,395.0,432.0,432.0,463.0,463.0,494.0,494.0,525.0,525.0,559.0,559.0,595.0,595.0,631.0,631.0,665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,666,pommelhorse,stu11_17.mp4,20,25,54,54.0,85.0,85.0,113.0,113.0,141.0,141.0,166.0,166.0,197.0,197.0,222.0,222.0,250.0,250.0,281.0,281.0,308.0,308.0,344.0,344.0,374.0,374.0,403.0,403.0,430.0,430.0,459.0,459.0,500.0,500.0,530.0,530.0,559.0,559.0,587.0,587.0,617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,667,pommelhorse,stu11_18.mp4,21,2,30,30.0,57.0,57.0,85.0,85.0,111.0,111.0,140.0,140.0,170.0,170.0,199.0,199.0,231.0,231.0,259.0,259.0,290.0,290.0,318.0,334.0,359.0,359.0,387.0,387.0,416.0,416.0,442.0,442.0,469.0,469.0,494.0,494.0,523.0,523.0,554.0,554.0,584.0,584.0,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,668,pommelhorse,stu11_19.mp4,15,40,68,68.0,97.0,97.0,127.0,127.0,155.0,155.0,183.0,183.0,210.0,210.0,235.0,235.0,264.0,264.0,292.0,292.0,320.0,320.0,349.0,349.0,378.0,378.0,409.0,409.0,437.0,437.0,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,669,others,stu11_2.mp4,6,118,151,151.0,178.0,178.0,196.0,196.0,208.0,208.0,220.0,220.0,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,670,pommelhorse,stu11_20.mp4,16,0,32,32.0,63.0,63.0,90.0,90.0,114.0,114.0,142.0,142.0,171.0,292.0,324.0,324.0,355.0,355.0,383.0,383.0,413.0,413.0,445.0,445.0,476.0,476.0,511.0,511.0,546.0,546.0,575.0,575.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,671,pommelhorse,stu11_21.mp4,18,23,47,47.0,72.0,72.0,99.0,99.0,124.0,124.0,150.0,150.0,177.0,177.0,202.0,202.0,230.0,230.0,259.0,259.0,286.0,286.0,311.0,311.0,338.0,338.0,364.0,364.0,389.0,389.0,415.0,415.0,442.0,442.0,469.0,469.0,495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,672,pommelhorse,stu11_22.mp4,23,16,45,45.0,75.0,75.0,105.0,141.0,175.0,175.0,211.0,211.0,245.0,245.0,280.0,280.0,315.0,315.0,353.0,353.0,388.0,388.0,417.0,417.0,446.0,446.0,467.0,467.0,496.0,496.0,527.0,527.0,559.0,559.0,590.0,590.0,616.0,616.0,644.0,644.0,675.0,675.0,709.0,709.0,735.0,735.0,764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,673,pommelhorse,stu11_23.mp4,32,14,35,35.0,56.0,56.0,78.0,78.0,99.0,99.0,121.0,121.0,147.0,147.0,170.0,170.0,192.0,192.0,214.0,214.0,236.0,236.0,261.0,261.0,283.0,283.0,304.0,304.0,329.0,329.0,351.0,351.0,371.0,371.0,393.0,393.0,415.0,415.0,437.0,437.0,461.0,461.0,486.0,486.0,510.0,510.0,532.0,532.0,553.0,553.0,576.0,576.0,598.0,598.0,618.0,618.0,640.0,640.0,663.0,663.0,685.0,685.0,707.0,707.0,733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,674,pommelhorse,stu11_24.mp4,40,0,25,25.0,44.0,44.0,70.0,70.0,95.0,95.0,121.0,121.0,147.0,147.0,169.0,169.0,192.0,192.0,216.0,216.0,241.0,241.0,263.0,263.0,287.0,287.0,310.0,310.0,334.0,334.0,357.0,357.0,381.0,381.0,404.0,404.0,426.0,426.0,449.0,449.0,475.0,475.0,498.0,498.0,521.0,521.0,547.0,547.0,576.0,576.0,599.0,599.0,620.0,620.0,643.0,643.0,664.0,664.0,687.0,687.0,711.0,711.0,737.0,737.0,762.0,762.0,784.0,784.0,808.0,808.0,829.0,829.0,855.0,855.0,879.0,879.0,905.0,905.0,930.0,930.0,956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,675,pommelhorse,stu11_25.mp4,39,0,25,25.0,54.0,54.0,83.0,83.0,113.0,113.0,144.0,144.0,175.0,175.0,203.0,203.0,230.0,230.0,256.0,256.0,285.0,285.0,313.0,313.0,339.0,339.0,367.0,367.0,397.0,397.0,427.0,427.0,457.0,457.0,483.0,483.0,510.0,510.0,537.0,537.0,570.0,570.0,597.0,597.0,624.0,624.0,651.0,651.0,680.0,680.0,709.0,709.0,735.0,735.0,763.0,763.0,789.0,789.0,814.0,814.0,842.0,842.0,871.0,871.0,903.0,903.0,935.0,935.0,970.0,970.0,1000.0,1000.0,1033.0,1033.0,1066.0,1066.0,1091.0,1091.0,1124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,676,pommelhorse,stu11_26.mp4,32,33,56,56.0,79.0,79.0,104.0,104.0,126.0,126.0,151.0,151.0,173.0,173.0,197.0,197.0,222.0,222.0,247.0,247.0,276.0,276.0,301.0,301.0,325.0,325.0,349.0,349.0,375.0,375.0,403.0,403.0,429.0,429.0,456.0,456.0,481.0,481.0,504.0,504.0,526.0,526.0,550.0,550.0,572.0,572.0,598.0,598.0,623.0,623.0,649.0,649.0,673.0,673.0,698.0,698.0,726.0,726.0,754.0,754.0,780.0,780.0,805.0,805.0,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,677,pommelhorse,stu11_27.mp4,30,15,45,45.0,73.0,73.0,103.0,103.0,128.0,128.0,155.0,155.0,184.0,184.0,212.0,212.0,239.0,239.0,271.0,271.0,301.0,301.0,324.0,324.0,357.0,357.0,385.0,385.0,416.0,416.0,444.0,444.0,471.0,471.0,497.0,497.0,524.0,524.0,552.0,552.0,579.0,579.0,606.0,606.0,633.0,633.0,661.0,661.0,689.0,689.0,723.0,723.0,756.0,756.0,786.0,786.0,815.0,815.0,844.0,844.0,871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,678,pommelhorse,stu11_28.mp4,22,0,25,25.0,48.0,48.0,71.0,71.0,94.0,94.0,116.0,116.0,139.0,139.0,163.0,163.0,185.0,185.0,208.0,208.0,233.0,233.0,253.0,253.0,277.0,277.0,300.0,300.0,324.0,324.0,347.0,347.0,370.0,370.0,394.0,394.0,418.0,418.0,443.0,443.0,466.0,466.0,489.0,489.0,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,679,pommelhorse,stu11_29.mp4,23,12,36,36.0,61.0,61.0,83.0,83.0,109.0,109.0,131.0,131.0,156.0,156.0,180.0,180.0,204.0,204.0,229.0,229.0,251.0,251.0,275.0,275.0,301.0,301.0,324.0,324.0,348.0,348.0,372.0,372.0,397.0,397.0,420.0,420.0,445.0,445.0,468.0,468.0,491.0,491.0,515.0,515.0,540.0,540.0,564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,680,others,stu11_3.mp4,6,101,140,140.0,174.0,174.0,192.0,192.0,208.0,208.0,219.0,219.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,681,others,stu11_4.mp4,6,176,216,216.0,238.0,238.0,256.0,256.0,267.0,267.0,279.0,279.0,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
